beta_stage2,beta_mf0,beta_mf1,beta_mb,beta_stick,Q_MB_rare_prob,alpha,rew_rate,rew_rate_stderr
8.0,0.1415545047169814,0.20987955380955364,0.14856594147346497,0.0,0.3,0.01,0.53395,0.0021266673197491157
8.0,0.0,0.0,1.0,0.0,0.3,0.01,0.5308833333333333,0.0021082929289057708
8.0,1.0,0.0,0.0,0.0,0.3,0.01,0.5307833333333334,0.002103808495368622
8.0,0.0,1.0,0.0,0.0,0.3,0.01,0.53115,0.00208906744213244
8.0,0.6768279846338038,0.0,0.3231720153661962,0.0,0.3,0.01,0.5308499999999999,0.0021071525019956826
8.0,0.47995505775465286,0.0,0.5200449422453471,0.0,0.3,0.01,0.5308,0.002110708148676384
8.0,0.8053711460286647,0.0,0.19462885397133534,0.0,0.3,0.01,0.5307833333333334,0.0021028840425226245
8.0,0.5368784697559209,0.0,0.4631215302440791,0.0,0.3,0.01,0.5308333333333334,0.0021106651575764942
8.0,0.24248730940008223,0.0,0.7575126905999178,0.0,0.3,0.01,0.5308833333333334,0.002109083309736106
8.0,0.18789650863811314,0.0,0.8121034913618869,0.0,0.3,0.01,0.5309166666666667,0.002107981964572506
8.0,0.0,0.10145450892072272,0.8985454910792773,0.0,0.3,0.01,0.5308833333333333,0.0021047325421711125
8.0,0.0,0.9746418293558738,0.025358170644126155,0.0,0.3,0.01,0.5325666666666667,0.0021858729928202
8.0,0.0,0.6358293171802768,0.3641706828197232,0.0,0.3,0.01,0.5324,0.0021824349296650798
8.0,0.0,0.4600970321586084,0.5399029678413916,0.0,0.3,0.01,0.5323166666666668,0.0021777024505113094
8.0,0.0,0.933581817458371,0.06641818254162901,0.0,0.3,0.01,0.5324666666666666,0.002184731528552616
8.0,0.40582211455665596,0.594177885443344,0.0,0.0,0.3,0.01,0.5323,0.0021793551543722485
8.0,0.9041479336708307,0.09585206632916932,0.0,0.0,0.3,0.01,0.53225,0.0021834128484248382
8.0,0.06799221195565897,0.932007788044341,0.0,0.0,0.3,0.01,0.5324500000000001,0.002183331424935552
8.0,0.2526853069355631,0.7473146930644369,0.0,0.0,0.3,0.01,0.5324666666666666,0.002182696259895765
8.0,0.6646461509753635,0.3353538490246365,0.0,0.0,0.3,0.01,0.5322666666666667,0.0021776865060238854
8.0,0.768350475923359,0.043604173312080996,0.18804535076455997,0.0,0.3,0.01,0.5323166666666668,0.002184579584946028
8.0,0.29648079985900133,0.08594055508551945,0.6175786450554792,0.0,0.3,0.01,0.5342,0.0020458847583489257
8.0,0.4311620596838721,0.4709899643780424,0.09784797593808547,0.0,0.3,0.01,0.53445,0.0020447337506656234
8.0,0.2813346976876512,0.5460927801827885,0.1725725221295603,0.0,0.3,0.01,0.5344833333333333,0.002045170236507537
8.0,0.6492247348602872,0.03236082824968123,0.31841443689003157,0.0,0.3,0.01,0.5341833333333333,0.0020467451577421015
8.0,0.25200167876977553,0.06500098392540432,0.6829973373048202,0.0,0.3,0.01,0.5341666666666667,0.0020515351072541497
8.0,0.49860006867271645,0.18657636740155448,0.3148235639257291,0.0,0.3,0.01,0.5342166666666667,0.002047331370526212
8.0,0.7445550759524021,0.24677664613615147,0.00866827791144642,0.0,0.3,0.01,0.5342,0.0020465635153159114
8.0,0.23664573341547035,0.16290211087739048,0.6004521557071392,0.0,0.3,0.01,0.5342166666666667,0.002047602708498856
8.0,0.001812524040635255,0.9464829465180961,0.05170452944126869,0.0,0.3,0.01,0.5345333333333334,0.0020443272913293685
8.0,0.2831090094339628,0.4197591076191073,0.29713188294692994,0.0,0.3,0.01,0.5344333333333333,0.002045872991242686
8.0,0.0,0.0,2.3,0.0,0.3,0.01,0.5323166666666667,0.002063074611314833
8.0,2.3,0.0,0.0,0.0,0.3,0.01,0.5326166666666667,0.0020570229747182015
8.0,0.0,2.3,0.0,0.0,0.3,0.01,0.5329166666666667,0.0020350345797407812
8.0,1.5567043646577485,0.0,0.7432956353422513,0.0,0.3,0.01,0.53255,0.002054464650462499
8.0,1.1038966328357014,0.0,1.1961033671642984,0.0,0.3,0.01,0.5325,0.002052572911142392
8.0,1.8523536358659285,0.0,0.4476463641340712,0.0,0.3,0.01,0.5326166666666667,0.0020495823874543224
8.0,1.234820480438618,0.0,1.0651795195613818,0.0,0.3,0.01,0.53255,0.0020579770271906446
8.0,0.557720811620189,0.0,1.7422791883798108,0.0,0.3,0.01,0.5324,0.002059724900725013
8.0,0.4321619698676602,0.0,1.8678380301323396,0.0,0.3,0.01,0.5323166666666667,0.002056601610712484
8.0,0.0,0.23334537051766224,2.0666546294823376,0.0,0.3,0.01,0.5324333333333333,0.0020541926412601633
8.0,0.0,2.2416762075185095,0.05832379248149015,0.0,0.3,0.01,0.5333,0.00207212451363329
8.0,0.0,1.4624074295146365,0.8375925704853633,0.0,0.3,0.01,0.5332000000000001,0.002084274454096676
8.0,0.0,1.0582231739647994,1.2417768260352005,0.0,0.3,0.01,0.5334833333333334,0.0020824262469710834
8.0,0.0,2.147238180154253,0.15276181984574672,0.0,0.3,0.01,0.5332833333333333,0.0020742894812084086
8.0,0.9333908634803086,1.3666091365196913,0.0,0.0,0.3,0.01,0.5334500000000001,0.002088604664469665
8.0,2.0795402474429103,0.2204597525570894,0.0,0.0,0.3,0.01,0.53325,0.0020700409282051507
8.0,0.1563820874980156,2.143617912501984,0.0,0.0,0.3,0.01,0.5333,0.0020773460632900493
8.0,0.5811762059517951,1.7188237940482047,0.0,0.0,0.3,0.01,0.5334166666666665,0.00209171093357319
8.0,1.528686147243336,0.7713138527566639,0.0,0.0,0.3,0.01,0.5333333333333333,0.0020833111109925906
8.0,1.7672060946237256,0.10028959861778629,0.4325043067584879,0.0,0.3,0.01,0.5334333333333333,0.002064013529958525
8.0,0.6819058396757031,0.19766327669669473,1.420430883627602,0.0,0.3,0.01,0.5366333333333334,0.002154838655127021
8.0,0.9916727372729058,1.0832769180694974,0.22505034465759657,0.0,0.3,0.01,0.5366333333333334,0.0021496761168621203
8.0,0.6470698046815977,1.2560133944204135,0.3969168008979887,0.0,0.3,0.01,0.5365666666666666,0.0021412967687482855
8.0,1.4932168901786604,0.07442990497426683,0.7323532048470726,0.0,0.3,0.01,0.5366833333333333,0.002164421700199916
8.0,0.5796038611704837,0.14950226302842992,1.5708938758010862,0.0,0.3,0.01,0.5366333333333334,0.002154967560123628
8.0,1.1467801579472476,0.42912564502357525,0.7240941970291768,0.0,0.3,0.01,0.5365833333333333,0.002154640770952747
8.0,1.7124766746905247,0.5675862861131483,0.019937039196326764,0.0,0.3,0.01,0.5364166666666667,0.0021583762329498908
8.0,0.5442851868555818,0.3746748550179981,1.3810399581264199,0.0,0.3,0.01,0.5366000000000001,0.0021470444802099463
8.0,0.004168805293461086,2.1769107769916207,0.11892041771491797,0.0,0.3,0.01,0.5367999999999999,0.0021441859372109805
8.0,0.6511507216981144,0.9654459475239466,0.6834033307779388,0.0,0.3,0.01,0.5363333333333333,0.0021537220151446
8.0,0.0,0.0,3.6,0.0,0.3,0.01,0.5315833333333333,0.001945858612731341
8.0,3.6,0.0,0.0,0.0,0.3,0.01,0.5313833333333334,0.0019425095929025723
8.0,0.0,3.6,0.0,0.0,0.3,0.01,0.5318333333333333,0.0019628258163130992
8.0,2.436580744681694,0.0,1.1634192553183065,0.0,0.3,0.01,0.5312166666666667,0.0019522947087029735
8.0,1.7278382079167502,0.0,1.8721617920832498,0.0,0.3,0.01,0.5313166666666667,0.0019506549232577322
8.0,2.8993361257031927,0.0,0.7006638742968072,0.0,0.3,0.01,0.5313333333333334,0.0019471251362704698
8.0,1.9327624911213153,0.0,1.6672375088786848,0.0,0.3,0.01,0.5312833333333333,0.0019532904337344506
8.0,0.8729543138402961,0.0,2.727045686159704,0.0,0.3,0.01,0.5313833333333334,0.0019489339441136832
8.0,0.6764274310972073,0.0,2.923572568902793,0.0,0.3,0.01,0.5314000000000001,0.0019481101953773897
8.0,0.0,0.3652362321146018,3.2347637678853984,0.0,0.3,0.01,0.5315666666666667,0.0019543787494486053
8.0,0.0,3.508710585681146,0.09128941431885416,0.0,0.3,0.01,0.5336833333333333,0.0020492679361357492
8.0,0.0,2.2889855418489966,1.3110144581510035,0.0,0.3,0.01,0.5337333333333334,0.002063353975843609
8.0,0.0,1.6563493157709903,1.9436506842290098,0.0,0.3,0.01,0.5336,0.002055918286313928
8.0,0.0,3.3608945428501356,0.23910545714986445,0.0,0.3,0.01,0.53385,0.0020577178566989636
8.0,1.4609596124039614,2.1390403875960384,0.0,0.0,0.3,0.01,0.5337000000000001,0.0020600512399236845
8.0,3.2549325612149906,0.34506743878500956,0.0,0.0,0.3,0.01,0.5338833333333333,0.00203019133380375
8.0,0.24477196304037227,3.3552280369596277,0.0,0.0,0.3,0.01,0.5338666666666666,0.002055520119814681
8.0,0.9096671049680273,2.6903328950319727,0.0,0.0,0.3,0.01,0.5337000000000001,0.0020704079039862862
8.0,2.3927261435113087,1.2072738564886913,0.0,0.0,0.3,0.01,0.5333833333333333,0.00204692429612677
8.0,2.766061713324093,0.15697502392349158,0.6769632627524159,0.0,0.3,0.01,0.5337999999999999,0.002033519117195606
8.0,1.0673308794924048,0.30938599830787006,2.2232831221997253,0.0,0.3,0.01,0.5293166666666668,0.0020620510734774803
8.0,1.5521834148619396,1.6955638717609527,0.35225271337710773,0.0,0.3,0.01,0.5291666666666667,0.002084044323122889
8.0,1.0128049116755442,1.9659340086580386,0.6212610796664172,0.0,0.3,0.01,0.52925,0.0020798136935793066
8.0,2.337209045497034,0.11649898169885242,1.1462919728041137,0.0,0.3,0.01,0.5291,0.002073528929680563
8.0,0.907206043571192,0.23400354213145555,2.4587904142973525,0.0,0.3,0.01,0.5294000000000001,0.002058294871435523
8.0,1.7949602472217792,0.6716749226455961,1.1333648301326247,0.0,0.3,0.01,0.5294666666666666,0.002074219174818607
8.0,2.6803982734286476,0.8883959260901453,0.031205800481207115,0.0,0.3,0.01,0.52915,0.0020780820484283097
8.0,0.8519246402956933,0.5864475991586058,2.1616277605457013,0.0,0.3,0.01,0.5295833333333333,0.002067400183447442
8.0,0.006525086546286918,3.407338607465146,0.18613630598856729,0.0,0.3,0.01,0.5292833333333333,0.002078115911286168
8.0,1.019192433962266,1.5111327874287863,1.0696747786089478,0.0,0.3,0.01,0.5293166666666668,0.0020816257446382475
8.0,0.0,0.0,4.9,0.0,0.3,0.01,0.5318999999999999,0.0022234032972500107
8.0,4.9,0.0,0.0,0.0,0.3,0.01,0.5318666666666667,0.0022388108616124927
8.0,0.0,4.9,0.0,0.0,0.3,0.01,0.53125,0.0022243756926882247
8.0,3.316457124705639,0.0,1.5835428752943617,0.0,0.3,0.01,0.5319333333333334,0.0022375052244921418
8.0,2.351779782997799,0.0,2.5482202170022012,0.0,0.3,0.01,0.5318,0.0022183026544334893
8.0,3.946318615540457,0.0,0.9536813844595432,0.0,0.3,0.01,0.5319,0.0022404538230754345
8.0,2.6307045018040127,0.0,2.2692954981959876,0.0,0.3,0.01,0.5318,0.00222093073582526
8.0,1.188187816060403,0.0,3.7118121839395974,0.0,0.3,0.01,0.5318,0.002222431101294256
8.0,0.9206928923267544,0.0,3.979307107673246,0.0,0.3,0.01,0.5318333333333334,0.002225962130721771
8.0,0.0,0.49712709371154135,4.402872906288459,0.0,0.3,0.01,0.5317833333333333,0.0022362441644335172
8.0,0.0,4.775744963843782,0.12425503615621816,0.0,0.3,0.01,0.5330000000000001,0.0020230614864056346
8.0,0.0,3.1155636541833567,1.784436345816644,0.0,0.3,0.01,0.5328333333333333,0.002034676241422061
8.0,0.0,2.2544754575771813,2.645524542422819,0.0,0.3,0.01,0.5329333333333334,0.0020396586497273034
8.0,0.0,4.574550905546018,0.3254490944539822,0.0,0.3,0.01,0.53285,0.0020254992525849573
8.0,1.9885283613276143,2.9114716386723862,0.0,0.0,0.3,0.01,0.5327833333333334,0.0020330625958190555
8.0,4.430324874987071,0.4696751250129297,0.0,0.0,0.3,0.01,0.5320333333333332,0.0020443952288762197
8.0,0.33316183858272896,4.566838161417271,0.0,0.0,0.3,0.01,0.5329,0.002030673123211447
8.0,1.2381580039842595,3.661841996015741,0.0,0.0,0.3,0.01,0.5329666666666667,0.0020334963504780148
8.0,3.2567661397792813,1.643233860220719,0.0,0.0,0.3,0.01,0.5327000000000001,0.002028171042535066
8.0,3.7649173320244596,0.21366044922919689,0.9214222187463439,0.0,0.3,0.01,0.5319833333333335,0.002041771879375217
8.0,1.4527559193091066,0.42110871991904536,3.0261353607718484,0.0,0.3,0.01,0.53255,0.002170955370849944
8.0,2.1126940924509734,2.307850825452408,0.47945508209661886,0.0,0.3,0.01,0.5324166666666666,0.002168519506910613
8.0,3.1812012008154076,0.15856805842343802,1.5602307407611549,0.0,0.3,0.01,0.5324166666666666,0.0021751702785622875
8.0,1.378540018669491,2.6758546228956637,0.8456053584348456,0.0,0.3,0.01,0.5326333333333334,0.0021668452917821606
8.0,1.2348082259719002,0.3185048212344812,3.346686952793619,0.0,0.3,0.01,0.5325,0.0021705734009447564
8.0,2.443140336496311,0.914224200267617,1.5426354632360726,0.0,0.3,0.01,0.5326833333333334,0.0021583556412403566
8.0,3.6483198721667707,1.2092055660671424,0.042474561766087465,0.0,0.3,0.01,0.5325666666666667,0.002157992036507463
8.0,1.1595640937358047,0.7982203432992134,2.942215562964982,0.0,0.3,0.01,0.5328,0.0021738291867884492
8.0,0.00888136779911275,4.637766437938671,0.2533521942622166,0.0,0.3,0.01,0.5332500000000001,0.002185955804168459
8.0,1.3872341462264177,2.056819627333626,1.4559462264399567,0.0,0.3,0.01,0.5325,0.002180914690878322
8.0,0.0,0.0,6.2,0.0,0.3,0.01,0.5358666666666666,0.0020275180960054656
8.0,6.2,0.0,0.0,0.0,0.3,0.01,0.5351333333333333,0.0020030384327223883
8.0,0.0,6.2,0.0,0.0,0.3,0.01,0.5362166666666667,0.0019882457836737123
8.0,4.1963335047295836,0.0,2.0036664952704166,0.0,0.3,0.01,0.5353166666666667,0.0020098228685540825
8.0,2.975721358078848,0.0,3.224278641921152,0.0,0.3,0.01,0.5353500000000001,0.0020128427934419297
8.0,4.993301105377721,0.0,1.2066988946222792,0.0,0.3,0.01,0.5352666666666667,0.0020038259701177933
8.0,3.3286465124867095,0.0,2.8713534875132907,0.0,0.3,0.01,0.5352833333333332,0.0020090100289187943
8.0,1.5034213182805098,0.0,4.69657868171949,0.0,0.3,0.01,0.53555,0.0020286400754090297
8.0,1.1649583535563015,0.0,5.035041646443699,0.0,0.3,0.01,0.5356666666666666,0.00202694807987736
8.0,0.0,0.6290179553084809,5.57098204469152,0.0,0.3,0.01,0.5357833333333334,0.002035766076571303
8.0,0.0,6.042779342006418,0.15722065799358217,0.0,0.3,0.01,0.5315333333333334,0.0021313654117768067
8.0,0.0,3.9421417665177163,2.257858233482284,0.0,0.3,0.01,0.5322,0.0021260239363134594
8.0,0.0,2.852601599383372,3.347398400616628,0.0,0.3,0.01,0.53215,0.0021317396390950014
8.0,0.0,5.788207268241901,0.4117927317580999,0.0,0.3,0.01,0.5317833333333333,0.0021299997826464846
8.0,2.516097110251267,3.683902889748733,0.0,0.0,0.3,0.01,0.5322166666666667,0.0021283820580866543
8.0,5.605717188759151,0.5942828112408498,0.0,0.0,0.3,0.01,0.53165,0.002163865496949588
8.0,0.4215517141250856,5.778448285874915,0.0,0.0,0.3,0.01,0.53185,0.002128766596464305
8.0,1.5666489030004915,4.633351096999509,0.0,0.0,0.3,0.01,0.5319833333333333,0.002126930277984543
8.0,4.120806136047253,2.0791938639527463,0.0,0.0,0.3,0.01,0.5319166666666666,0.0021520608125098926
8.0,4.763772950724826,0.27034587453490216,1.1658811747402718,0.0,0.3,0.01,0.5316333333333334,0.002175238599088146
8.0,1.8381809591258083,0.5328314415302207,3.828987599343971,0.0,0.3,0.01,0.5292666666666667,0.0020500370367024716
8.0,2.673204770040007,2.920137779143863,0.60665745081613,0.0,0.3,0.01,0.5290833333333333,0.0020482320741628934
8.0,1.7442751256634375,3.3857752371332888,1.069949637203274,0.0,0.3,0.01,0.5290666666666668,0.002049630499671876
8.0,4.025193356133781,0.20063713514802362,1.9741695087181959,0.0,0.3,0.01,0.52925,0.0020537398136624366
8.0,1.5624104083726083,0.4030061003375068,4.234583491289885,0.0,0.3,0.01,0.5293000000000001,0.0020499403785367892
8.0,3.091320425770842,1.1567734778896377,1.9519060963395203,0.0,0.3,0.01,0.5292499999999999,0.0020540103050698975
8.0,4.616241470904893,1.5300152060441392,0.05374332305096781,0.0,0.3,0.01,0.5291833333333333,0.002060272141319271
8.0,1.4672035471759162,1.009993087439821,3.722803365384263,0.0,0.3,0.01,0.52945,0.002054221263642259
8.0,0.01123764905193858,5.8681942684121955,0.3205680825358659,0.0,0.3,0.01,0.5292833333333332,0.0020404817423198716
8.0,1.7552758584905692,2.6025064672384652,1.8422176742709657,0.0,0.3,0.01,0.52885,0.00204186257563475
8.0,0.0,0.0,7.5,0.0,0.3,0.01,0.5360166666666667,0.0021441520382106676
8.0,7.5,0.0,0.0,0.0,0.3,0.01,0.5360333333333334,0.0021190397895343134
8.0,0.0,7.5,0.0,0.0,0.3,0.01,0.53605,0.002158945859029869
8.0,5.076209884753529,0.0,2.423790115246472,0.0,0.3,0.01,0.5358833333333333,0.002110005046509675
8.0,3.5996629331598964,0.0,3.9003370668401036,0.0,0.3,0.01,0.5360333333333334,0.0021137898210104537
8.0,6.040283595214985,0.0,1.459716404785015,0.0,0.3,0.01,0.5360166666666667,0.0021170338701606557
8.0,4.026588523169407,0.0,3.4734114768305933,0.0,0.3,0.01,0.5359166666666667,0.002113640662897043
8.0,1.8186548205006168,0.0,5.681345179499384,0.0,0.3,0.01,0.5359,0.0021377740240207284
8.0,1.4092238147858485,0.0,6.0907761852141515,0.0,0.3,0.01,0.5359166666666667,0.0021409315642876023
8.0,0.0,7.309813720169053,0.19018627983094616,0.0,0.3,0.01,0.5349666666666667,0.0020978816476168063
8.0,0.0,0.7609088169054203,6.73909118309458,0.0,0.3,0.01,0.53605,0.0021527611468891653
8.0,0.0,4.768719878852076,2.731280121147924,0.0,0.3,0.01,0.5347666666666667,0.002103921382843281
8.0,0.0,3.450727741189563,4.049272258810436,0.0,0.3,0.01,0.5349,0.0021100210636126092
8.0,0.0,7.001863630937782,0.4981363690622176,0.0,0.3,0.01,0.535,0.002093641166325627
8.0,3.0436658591749195,4.4563341408250805,0.0,0.0,0.3,0.01,0.5346,0.0021068723528280277
8.0,6.78110950253123,0.7188904974687699,0.0,0.0,0.3,0.01,0.5346333333333333,0.0020744736056987415
8.0,0.5099415896674422,6.990058410332558,0.0,0.0,0.3,0.01,0.5351166666666668,0.002090908671863521
8.0,1.8951398020167234,5.604860197983276,0.0,0.0,0.3,0.01,0.53495,0.0020980791479615606
8.0,4.984846132315226,2.5151538676847736,0.0,0.0,0.3,0.01,0.5344000000000001,0.0021111923960959434
8.0,5.762628569425193,0.32703129984060747,1.4103401307341998,0.0,0.3,0.01,0.53385,0.0021443161303004426
8.0,2.22360599894251,0.6445541631413959,4.631839837916094,0.0,0.3,0.01,0.5347333333333333,0.0020926555873835057
8.0,3.2337154476290406,3.532424732835318,0.7338598195356411,0.0,0.3,0.01,0.5343666666666667,0.0021371831582369934
8.0,2.110010232657384,4.095695851370913,1.2942939159717024,0.0,0.3,0.01,0.5344833333333332,0.0021240551276238535
8.0,4.869185511452154,0.2427062118726092,2.388108276675237,0.0,0.3,0.01,0.5338833333333333,0.00214696404944974
8.0,1.8900125907733165,0.4875073794405324,5.122480029786151,0.0,0.3,0.01,0.5340166666666666,0.002140573434766868
8.0,3.7395005150453735,1.3993227555116585,2.361176729442968,0.0,0.3,0.01,0.5340166666666667,0.002142778353930726
8.0,5.584163069643016,1.850824846021136,0.06501208433584815,0.0,0.3,0.01,0.5339166666666667,0.0021357354098157245
8.0,1.7748430006160276,1.2217658315804285,4.503391167803544,0.0,0.3,0.01,0.5340833333333334,0.0021345645318754684
8.0,0.013593930304764412,7.098622098885721,0.38778397080951515,0.0,0.3,0.01,0.53405,0.0021034475668926635
8.0,2.123317570754721,3.1481933071433046,2.2284891221019745,0.0,0.3,0.01,0.53075,0.0020200556923015756
8.0,8.8,0.0,0.0,0.0,0.3,0.01,0.5306333333333333,0.002010333489931643
8.0,0.0,0.0,8.8,0.0,0.3,0.01,0.5337166666666667,0.0021525976985614036
8.0,0.0,8.8,0.0,0.0,0.3,0.01,0.5308333333333334,0.0020024753200495143
8.0,5.956086264777474,0.0,2.843913735222527,0.0,0.3,0.01,0.5309,0.00200071376152501
8.0,4.223604508240945,0.0,4.5763954917590555,0.0,0.3,0.01,0.5310333333333334,0.0020045217403179758
8.0,7.087266085052249,0.0,1.7127339149477512,0.0,0.3,0.01,0.5307166666666667,0.0020011688713978764
8.0,4.724530533852104,0.0,4.075469466147896,0.0,0.3,0.01,0.5310833333333334,0.002006303723175937
8.0,2.1338883227207237,0.0,6.666111677279277,0.0,0.3,0.01,0.5308666666666666,0.0019978451354359735
8.0,0.0,0.89279967850236,7.9072003214976405,0.0,0.3,0.01,0.53405,0.0021128029039905994
8.0,1.6534892760153956,0.0,7.146510723984605,0.0,0.3,0.01,0.5309666666666667,0.002001442997957742
8.0,0.0,8.576848098331691,0.22315190166831017,0.0,0.3,0.01,0.5343833333333333,0.0021136091215072186
8.0,0.0,5.5952979911864364,3.2047020088135643,0.0,0.3,0.01,0.5308999999999999,0.0020196451833593607
