beta_stage2,beta_mf0,beta_mf1,beta_mb,beta_stick,Q_MB_rare_prob,alpha,lam,rew_rate,rew_rate_stderr
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,0.5,0.5491875,0.002894933444560944
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,0.5,0.540875,0.0030370595102417724
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,0.5,0.54940625,0.0028764846285630257
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,0.5,0.5482812499999999,0.0029626736746956065
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,0.5,0.541,0.003043243027594082
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,0.5,0.5482812499999999,0.002950121447116096
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,0.5,0.5407500000000001,0.003047539991534154
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,0.5,0.5484375,0.0029445352920176547
8.0,0.0,0.0,1.0,0.0,0.3,0.0256,1.0,0.54815625,0.002941361117681637
8.0,1.0,0.0,0.0,0.0,0.3,0.0256,1.0,0.54903125,0.0028921016076521875
8.0,0.0,1.0,0.0,0.0,0.3,0.0256,1.0,0.5485,0.002872213323379723
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.0256,1.0,0.53990625,0.002767512376821352
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,0.5,0.5462187500000001,0.0027349541797321523
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,0.5,0.5463125000000001,0.0027269945037417097
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.0256,1.0,0.54915625,0.002881521772364278
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.0256,1.0,0.5398125,0.002777169584025703
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.0256,1.0,0.54915625,0.0028648672917971903
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.0256,1.0,0.53984375,0.002780168987599382
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.0256,1.0,0.53984375,0.002774895083531875
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.0256,1.0,0.5481562500000001,0.002938039137691901
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.0256,1.0,0.54040625,0.0027425224599553185
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.0256,1.0,0.54103125,0.003057424644857886
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.0256,1.0,0.5484375,0.0029111811324507952
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.0256,1.0,0.5414375,0.0030788427145499813
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.0256,1.0,0.542,0.0027100074953770874
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.0256,1.0,0.5420625,0.002694898065964183
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.0256,1.0,0.5414375,0.0030810622090340035
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.0256,1.0,0.54140625,0.0030327547408848226
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.0256,1.0,0.5485,0.0028874729435961807
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.0256,1.0,0.540125,0.0027683866860953505
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,1.0,0.54753125,0.0030951691426292635
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,1.0,0.54128125,0.0030886153334033634
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,1.0,0.5400937499999999,0.002759030582624877
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,1.0,0.5472812499999999,0.00311618972909776
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,1.0,0.5475,0.0031203089790916533
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,1.0,0.5475937500000001,0.0030920045186511886
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,1.0,0.54,0.0027758022489003057
8.0,0.0,0.0,1.0,0.0,0.3,0.0256,2.5,0.54075,0.0026689768638937274
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,1.0,0.54159375,0.0030527177552730567
8.0,1.0,0.0,0.0,0.0,0.3,0.0256,2.5,0.5472187500000001,0.0030868758462617783
8.0,0.0,1.0,0.0,0.0,0.3,0.0256,2.5,0.54071875,0.00313711616022333
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.0256,2.5,0.5408125,0.0026681305999589856
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,1.0,0.54471875,0.0028285123612482887
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,1.0,0.5442812499999999,0.00277434074200239
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.0256,2.5,0.54128125,0.002703891464673531
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.0256,2.5,0.54096875,0.002676393064178797
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.0256,2.5,0.5415,0.0030726235735930936
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.0256,2.5,0.54403125,0.00289176392258849
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.0256,2.5,0.5406875,0.0026503565134595565
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.0256,2.5,0.5470625,0.003109457442374392
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.0256,2.5,0.54415625,0.0028784700101980166
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.0256,2.5,0.547625,0.0030885214656450086
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.0256,2.5,0.54465625,0.00299482687932197
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.0256,2.5,0.54515625,0.0029998118023651698
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.0256,2.5,0.54496875,0.0028924392532919977
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.0256,2.5,0.5446875,0.0028810017178817326
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.0256,2.5,0.54765625,0.003079329356712167
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.0256,2.5,0.5435000000000001,0.0028065214233994355
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.0256,2.5,0.54440625,0.002886313296120047
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.0256,2.5,0.54059375,0.0026576731022380034
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,2.5,0.5432187500000001,0.0027896106341628343
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,2.5,0.54059375,0.002629969951037344
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,2.5,0.5438750000000001,0.0027814080011300023
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,2.5,0.5431250000000001,0.002795346998808913
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,2.5,0.5404687499999999,0.0026449379995539353
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,2.5,0.54825,0.002961735133329784
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,2.5,0.54365625,0.002784486135197906
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,2.5,0.54465625,0.0028896102526308576
8.0,0.0,0.0,1.0,0.0,0.3,0.0256,4.0,0.549125,0.0029146551843657244
8.0,1.0,0.0,0.0,0.0,0.3,0.0256,4.0,0.54453125,0.0028759498685624494
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,2.5,0.5469687499999999,0.002762435263311046
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,2.5,0.54725,0.002826285658775488
8.0,0.0,1.0,0.0,0.0,0.3,0.0256,4.0,0.54778125,0.0030106409185145892
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.0256,4.0,0.548875,0.002928493506694183
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.0256,4.0,0.54425,0.0028771052074958946
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.0256,4.0,0.5465937500000001,0.002961462066000402
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.0256,4.0,0.5490937499999999,0.002954363786140659
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.0256,4.0,0.5433125000000001,0.00276660028707392
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.0256,4.0,0.5464687500000001,0.002970754874015083
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.0256,4.0,0.5431250000000001,0.0027981404260240396
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.0256,4.0,0.54753125,0.0029494427688097915
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.0256,4.0,0.54725,0.002964239995344505
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.0256,4.0,0.54753125,0.002589415382182698
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.0256,4.0,0.5481875,0.002556581388971901
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.0256,4.0,0.54590625,0.0030077607544250207
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.0256,4.0,0.5438125,0.002777732150232901
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.0256,4.0,0.5469687500000001,0.002913833142783637
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.0256,4.0,0.54490625,0.0030376774237662846
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.0256,4.0,0.5478125,0.0030109460138696433
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.0256,4.0,0.548375,0.0029763225789134476
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,4.0,0.546375,0.002963959951441651
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,4.0,0.54628125,0.003058430611070712
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,4.0,0.5431874999999999,0.003018978866841816
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,4.0,0.54871875,0.002968995672400748
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,4.0,0.546375,0.003032361265375548
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,4.0,0.5435625,0.003045997469785143
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,4.0,0.54678125,0.00294425648343251
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,4.0,0.54703125,0.002977879670837015
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,4.0,0.54125,0.0031218734359355436
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,4.0,0.5415,0.0030767525493610942
8.0,0.0,0.0,1.0,0.0,0.3,0.0256,5.5,0.54371875,0.003028912396015172
8.0,1.0,0.0,0.0,0.0,0.3,0.0256,5.5,0.5427500000000001,0.0029979810915014117
8.0,0.0,1.0,0.0,0.0,0.3,0.0256,5.5,0.54490625,0.002886008771791827
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.0256,5.5,0.5464687500000001,0.0029129951547306717
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.0256,5.5,0.5428437500000001,0.0030180517680466266
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.0256,5.5,0.54490625,0.0028536817895237314
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.0256,5.5,0.5454062499999999,0.00297613288402238
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.0256,5.5,0.5453749999999999,0.0029773067475068796
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.0256,5.5,0.545875,0.002918673045024056
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.0256,5.5,0.5448125,0.0029164429787735427
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.0256,5.5,0.5439375,0.0031022256060669567
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.0256,5.5,0.54128125,0.002832652410327531
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.0256,5.5,0.5411875,0.0027935079243555936
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.0256,5.5,0.5468437500000001,0.0030595080649688387
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.0256,5.5,0.54425,0.002925907978730704
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.0256,5.5,0.5440625000000001,0.003114415669260848
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.0256,5.5,0.5424374999999999,0.003009745726126626
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.0256,5.5,0.5430312500000001,0.0030104300704358457
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.0256,5.5,0.54365625,0.0031609562298629463
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.0256,5.5,0.5441875,0.003133391078119279
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,5.5,0.5435937500000001,0.003053293519850224
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,5.5,0.5435625,0.0032229606863778985
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,5.5,0.5436562500000001,0.002984243084453639
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,5.5,0.5435000000000001,0.0029999348951268916
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,5.5,0.5443125,0.002910946306347387
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,5.5,0.54521875,0.0028977856831094964
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,5.5,0.5434687500000001,0.002895307651439544
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,5.5,0.5432812499999999,0.0029461464750983393
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,5.5,0.5434687500000001,0.003012343381237333
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,5.5,0.5444687500000001,0.0030280578794805706
8.0,0.0,0.0,1.0,0.0,0.3,0.0256,7.0,0.541,0.0028708529873541057
8.0,1.0,0.0,0.0,0.0,0.3,0.0256,7.0,0.54315625,0.0030383685341988007
8.0,0.0,1.0,0.0,0.0,0.3,0.0256,7.0,0.5413125,0.002914969279158443
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.0256,7.0,0.5446875,0.0028605914420688416
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.0256,7.0,0.5439375,0.0031664092377545728
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.0256,7.0,0.5439375,0.0031459881136039745
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.0256,7.0,0.5404687499999999,0.0028718722371450247
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.0256,7.0,0.54109375,0.002893511017062035
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.0256,7.0,0.5438124999999999,0.0031438455191751223
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.0256,7.0,0.5436875000000001,0.0030975316218623977
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.0256,7.0,0.5409375000000001,0.002870304419558576
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.0256,7.0,0.54278125,0.0030216493824125872
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.0256,7.0,0.5426562500000001,0.0030246131838814316
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.0256,7.0,0.54403125,0.003143848431299507
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.0256,7.0,0.5436249999999999,0.0030423283384194413
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.0256,7.0,0.54334375,0.002995022522805024
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.0256,7.0,0.54346875,0.003159187023030509
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.0256,7.0,0.54384375,0.0031592565738808504
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.0256,7.0,0.5416875,0.0026896385023711823
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.0256,7.0,0.542625,0.0027070329410167873
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,7.0,0.5443125,0.0031076039239963473
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,7.0,0.54490625,0.0030163849026374886
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,7.0,0.5408125,0.0029288061174201165
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,7.0,0.541375,0.00288413968433396
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,7.0,0.54184375,0.002767918143589035
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,7.0,0.54203125,0.002788192485102915
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,7.0,0.5421875,0.0027036894280663038
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,7.0,0.5428124999999999,0.002711984217955093
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,7.0,0.54859375,0.002959416867114089
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,7.0,0.54884375,0.002974573851765891
8.0,0.0,0.0,1.0,0.0,0.3,0.0256,8.5,0.5432499999999999,0.0026879360111431217
8.0,1.0,0.0,0.0,0.0,0.3,0.0256,8.5,0.540875,0.0028816329734631363
8.0,0.0,1.0,0.0,0.0,0.3,0.0256,8.5,0.5444375000000001,0.00314244738793468
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.0256,8.5,0.54478125,0.003065797610775109
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.0256,8.5,0.54875,0.0030281878863439096
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.0256,8.5,0.54878125,0.0030310073598119767
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.0256,8.5,0.5432812499999999,0.00293917733859908
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.0256,8.5,0.54409375,0.002998981557272297
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.0256,8.5,0.5501875,0.0029127573317112247
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.0256,8.5,0.545875,0.00298222271866975
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.0256,8.5,0.5465312499999999,0.0029464613558443918
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.0256,8.5,0.545,0.003017203278700326
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.0256,8.5,0.5427187499999999,0.002700494339511633
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.0256,8.5,0.54246875,0.002749998890269662
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.0256,8.5,0.54359375,0.002944861744353947
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.0256,8.5,0.54353125,0.0029370334985294893
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.0256,8.5,0.542375,0.0032544890872070837
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.0256,8.5,0.5418125,0.003291053064512557
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.0256,8.5,0.54346875,0.0029633163679371748
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.0256,8.5,0.542875,0.0027302379417827294
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.0256,8.5,0.5481562500000001,0.002962863201298597
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.0256,8.5,0.54890625,0.002951652038411603
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.0256,8.5,0.542375,0.0032427653852460554
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.0256,8.5,0.541875,0.0031785259702808775
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.0256,8.5,0.5439375,0.003017328696204226
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.0256,8.5,0.54396875,0.003046545454934879
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.0256,8.5,0.5515625,0.00304913778156014
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.0256,8.5,0.5522812500000001,0.0030435789463613997
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.0256,8.5,0.542375,0.0031474040642647068
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.0256,8.5,0.5493125,0.0029505982907602818
8.0,0.0,0.0,1.0,0.0,0.3,0.041,0.0,0.5498749999999999,0.003014596651087836
8.0,1.0,0.0,0.0,0.0,0.3,0.041,0.0,0.5498749999999999,0.003014596651087836
8.0,0.0,1.0,0.0,0.0,0.3,0.041,0.0,0.557,0.0032071088031122344
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.041,0.0,0.557,0.0032071088031122344
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.041,0.0,0.557,0.0032071088031122344
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.041,0.0,0.55115625,0.0027716554574133793
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.041,0.0,0.55115625,0.0027716554574133793
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.041,0.0,0.5498749999999999,0.003014596651087836
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.041,0.0,0.5475937500000001,0.0032334228293496308
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.041,0.0,0.5475937500000001,0.0032334228293496308
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.0,0.4573934788003755,0.5426065211996245,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.42324219769709603,0.576757802302904,0.0,0.0,0.3,0.041,0.0,0.54765625,0.002586368213752514
8.0,0.474008900158457,0.525991099841543,0.0,0.0,0.3,0.041,0.0,0.54765625,0.002586368213752514
8.0,0.09879122721512723,0.9012087727848728,0.0,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.38604043942533106,0.2717580453668005,0.34220151520786846,0.0,0.3,0.041,0.0,0.5475937500000001,0.0032334228293496308
8.0,0.021915327106837967,0.16635979460150552,0.8117248782916565,0.0,0.3,0.041,0.0,0.557,0.0032071088031122344
8.0,0.09158403720316521,0.5238578697223959,0.3845580930744389,0.0,0.3,0.041,0.0,0.557,0.0032071088031122344
8.0,0.43499803811043314,0.517877072753309,0.0471248891362579,0.0,0.3,0.041,0.0,0.54765625,0.002586368213752514
8.0,0.045483961396525885,0.3841030448649355,0.5704129937385386,0.0,0.3,0.041,0.0,0.54765625,0.002586368213752514
8.0,0.06676437662831569,0.8870509856117152,0.04618463775996906,0.0,0.3,0.041,0.0,0.553,0.0030446546396923234
8.0,0.2002130254062342,0.7997869745937658,0.0,0.0,0.3,0.041,0.0,0.5508124999999999,0.003179489781936324
8.0,0.9545449317371145,0.04545506826288548,0.0,0.0,0.3,0.041,0.0,0.5508124999999999,0.003179489781936324
8.0,0.6897654796799155,0.04492549573872018,0.2653090245813643,0.0,0.3,0.041,0.0,0.553,0.0030446546396923234
8.0,0.28671036194898647,0.49388108447070556,0.21940855358030797,0.0,0.3,0.041,0.0,0.54765625,0.002586368213752514
8.0,0.014666436017117257,0.6103391082573295,0.37499445572555323,0.0,0.3,0.041,0.0,0.557,0.0032071088031122344
8.0,0.461500876351689,0.08780469003856983,0.45069443360974115,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.1164229639774308,0.28322502514081194,0.6003520108817573,0.0,0.3,0.041,0.0,0.5505000000000001,0.002885578364903645
8.0,0.0,0.0,1.0,0.0,0.3,0.041,0.5,0.5528125,0.003066543090099582
8.0,1.0,0.0,0.0,0.0,0.3,0.041,0.5,0.5530312500000001,0.0030526297816774917
8.0,0.0,1.0,0.0,0.0,0.3,0.041,0.5,0.54875,0.0031669065150395576
8.0,0.2527989858138352,0.0,0.7472010141861648,0.0,0.3,0.041,0.5,0.548875,0.0031231088027396667
8.0,0.4821717883158303,0.0,0.5178282116841697,0.0,0.3,0.041,0.5,0.55271875,0.0030595798817377473
8.0,0.4751175514679711,0.0,0.5248824485320289,0.0,0.3,0.041,0.5,0.55103125,0.0029121569255423662
8.0,0.08296989145671108,0.0,0.9170301085432889,0.0,0.3,0.041,0.5,0.550875,0.0029300270636548717
8.0,0.8671207099402515,0.0,0.13287929005974852,0.0,0.3,0.041,0.5,0.5505,0.002953480468024123
8.0,0.27491005264771784,0.0,0.7250899473522822,0.0,0.3,0.041,0.5,0.5483125,0.0026070395611569636
8.0,0.0,0.25685706121140406,0.7431429387885959,0.0,0.3,0.041,0.5,0.5477187499999999,0.0026017748130332816
8.0,0.0,0.8418436013679472,0.15815639863205277,0.0,0.3,0.041,0.5,0.5490937499999999,0.003159766566672192
8.0,0.0,0.0016316016030348823,0.9983683983969651,0.0,0.3,0.041,0.5,0.54884375,0.0031306891572957813
8.0,0.0,0.25732146580408954,0.7426785341959105,0.0,0.3,0.041,0.5,0.54878125,0.002912710183872465
